Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Annotation Release Date	Assembly Stats Total Number of Chromosomes	Assembly Stats Number of Contigs	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Assembly Stats GC Percent	Annotation BUSCO Complete	Annotation BUSCO Single Copy	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Missing	Annotation BUSCO Lineage	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	CheckM marker set	CheckM completeness	CheckM contamination
ASM5210709v1	GCA_052107095.1	GCF_052107095.1	Halomonas sp.	1486246	OK					AOP42_A1_surf _bin _21		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-08		180	Scaffold	2025-08-18	JBQECU01	137	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127422	3361	3303	41	Halomonas	93.82	1.87
ASM5210709v1	GCF_052107095.1	GCA_052107095.1	Halomonas sp.	1486246	OK					AOP42_A1_surf _bin _21		GCF_052107095.1-RS_2025_08_20	2025-08-20		180	Scaffold	2025-08-18	JBQECU01	137	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127422	3362	3285	60	Halomonas	93.82	1.87
ASM5208520v1	GCA_052085205.1		Halomonas sp.	1486246	Inconclusive					AOP34_CS2_surf _bin _8		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		161	Scaffold	2025-08-18	JBQDFK01	96	55.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127165	2846	2778	15			
ASM269320v1	GCA_002693205.1		Halomonas sp.	1486246	Inconclusive					EAC678		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-10-03		60	Contig	2017-10-24	NZOV01	60	57							Illumina HiSeq	Tara Oceans Consortium	PRJNA391943	SAMN07619221	1439	1347	55	Halomonas	48.61	2.77
ASM5209125v1	GCA_052091255.1		Halomonas sp.	1486246	Inconclusive					AOP35_04H_surf _bin _30		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		173	Scaffold	2025-08-18	JBQDBW01	120	55.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127258	2817	2749	17			
ASM5208992v1	GCA_052089925.1		Halomonas sp.	1486246	Inconclusive					AOP36_A1_surf _bin _32		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		163	Scaffold	2025-08-18	JBQDAK01	95	55.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127298	2908	2833	26			
ASM269612v1	GCA_002696125.1		Halomonas sp.	1486246	Inconclusive					EAC44		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-10-03		91	Contig	2017-10-24	NZRE01	91	59							Illumina HiSeq	Tara Oceans Consortium	PRJNA391943	SAMN07619220	2115	2024	43	Halomonas	71.3	4.25
ASM271061v1	GCA_002710615.1		Halomonas sp.	1486246	OK					SAT64		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-10-03		147	Contig	2017-10-25	PAKQ01	147	63.5							Illumina HiSeq	Tara Oceans Consortium	PRJNA391943	SAMN07619226	3371	3274	59	Halomonas	74.1	0.97
ASM769265v1	GCA_007692655.1	GCF_007692655.1	Halomonas sp.	1486246	Inconclusive					LCM1.Bin22		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-10-20		255	Contig	2019-07-30	REBQ01	255	54							Illumina NextSeq	University of Calgary	PRJNA377096	SAMN10237348	3783	3699	34	Halomonas	97.4	1.32
ASM769265v1	GCF_007692655.1	GCA_007692655.1	Halomonas sp.	1486246	Inconclusive					LCM1.Bin22		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-07-10		255	Contig	2019-07-30	REBQ01	255	54							Illumina NextSeq	University of Calgary	PRJNA377096	SAMN10237348	3780	3686	43	Halomonas	97.4	1.32
ASM3069656v1	GCA_030696565.1	GCF_030696565.1	Halomonas sp.	1486246	Inconclusive					C5_metabat.bin.42		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-08-03		234	Contig	2023-08-08	JAUYSC01	234	54							Illumina NovaSeq	University of Calgary	PRJNA700657	SAMN36730170	3390	3314	16	Halomonas	95.48	1.37
ASM3069656v1	GCF_030696565.1	GCA_030696565.1	Halomonas sp.	1486246	Inconclusive					C5_metabat.bin.42		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-08-11		234	Contig	2023-08-08	JAUYSC01	234	54							Illumina NovaSeq	University of Calgary	PRJNA700657	SAMN36730170	3390	3247	83	Halomonas	95.48	1.37
ASM4653981v1	GCA_046539815.1		Halomonas sp.	1486246	OK					D1M06_18		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-01-02		139	Contig	2025-01-07	JBKHGF01	139	69							Illumina MiSeq	Instituto de Ecologia (Universidad Nacional Autonoma de Mexico)	PRJNA847603	SAMN35734960	2237	2195	12	Halomonas	69.53	0.63
ASM762505v1	GCA_007625055.1	GCF_007625055.1	Halomonas sp.	1486246	Inconclusive					SL48-SHIP-3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-07-24		205	Scaffold	2019-07-29	VMQS01	149	57							Illumina NovaSeq	THE INSTITUTE OF CYTOLOGY AND GENETICS	PRJNA493912	SAMN12206539	2446	2368	20	Halomonas	90.91	0.73
ASM762505v1	GCF_007625055.1	GCA_007625055.1	Halomonas sp.	1486246	Inconclusive					SL48-SHIP-3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-07-10		205	Scaffold	2019-07-29	VMQS01	149	57							Illumina NovaSeq	THE INSTITUTE OF CYTOLOGY AND GENETICS	PRJNA493912	SAMN12206539	2462	2380	28	Halomonas	90.91	0.73
ASM5209240v1	GCA_052092405.1		Halomonas sp.	1486246	Inconclusive					AOP35_03E_surf _bin _35		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		194	Scaffold	2025-08-18	JBQDDR01	129	55.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127211	2988	2914	25			
ASM5210033v1	GCA_052100335.1	GCF_052100335.1	Halomonas sp.	1486246	OK					AOP28_C2_surf _bin _15		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-08		261	Scaffold	2025-08-18	JBQDXY01	213	54.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50126743	3759	3676	26	Halomonas	96.39	3.15
ASM5210033v1	GCF_052100335.1	GCA_052100335.1	Halomonas sp.	1486246	OK					AOP28_C2_surf _bin _15		GCF_052100335.1-RS_2025_08_19	2025-08-19		261	Scaffold	2025-08-18	JBQDXY01	213	54.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50126743	3758	3634	67	Halomonas	96.39	3.15
ASM2116132v1	GCA_021161325.1	GCF_021161325.1	Halomonas sp.	1486246	Inconclusive					AUK239		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-03-28		227	Contig	2021-12-10	JAGHAV01	227	52.5							Illumina HiSeq	California Institute of Technology	PRJNA713414	SAMN18353735	3634	3526	51	Halomonas	95.81	0.97
ASM2116132v1	GCF_021161325.1	GCA_021161325.1	Halomonas sp.	1486246	Inconclusive					AUK239		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-06-26		227	Contig	2021-12-10	JAGHAV01	227	52.5							Illumina HiSeq	California Institute of Technology	PRJNA713414	SAMN18353735	3656	3502	97	Halomonas	95.81	0.97
ASM2993695v1	GCA_029936955.1	GCF_029936955.1	Halomonas sp.	1486246	Failed					PW3.metabat2.101					235	Scaffold	2023-05-03	JAPYRF01	157	57							Illumina NovaSeq	Harvard University	PRJNA879230	SAMN30801006				Halomonas	96.38	1.12
ASM2993695v1	GCF_029936955.1	GCA_029936955.1	Halomonas sp.	1486246	Failed					PW3.metabat2.101		GCF_029936955.1-RS_2024_07_04	2024-07-04		235	Scaffold	2023-05-03	JAPYRF01	157	57							Illumina NovaSeq	Harvard University	PRJNA879230	SAMN30801006	3119	2983	97	Halomonas	96.38	1.12
ASM269638v1	GCA_002696385.1		Halomonas sp.	1486246	Inconclusive					EAC18		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-10-03		113	Contig	2017-10-24	NZSS01	113	55.5							Illumina HiSeq	Tara Oceans Consortium	PRJNA391943	SAMN07619219	1959	1842	91			
ASM1105551v1	GCA_011055515.1		Halomonas sp.	1486246	Failed					UM		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-10-14		867	Scaffold	2020-03-02	WELJ01	849	60.5							Illumina NextSeq	ICB/UFMG	PRJNA565011	SAMN12730454	3732	3530	142	Halomonas	77	8.55
ASM5210873v1	GCA_052108735.1	GCF_052108735.1	Halomonas sp.	1486246	OK					AOP42_E1_surf _bin _2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-08		259	Scaffold	2025-08-18	JBQEAZ01	225	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127472	3477	3406	41	Halomonas	93.13	2.88
ASM5210873v1	GCF_052108735.1	GCA_052108735.1	Halomonas sp.	1486246	OK					AOP42_E1_surf _bin _2		GCF_052108735.1-RS_2025_08_20	2025-08-20		259	Scaffold	2025-08-18	JBQEAZ01	225	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127472	3479	3367	82	Halomonas	93.13	2.88
ASM4654075v1	GCA_046540755.1		Halomonas sp.	1486246	OK					D1M05_18		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-01-02		180	Contig	2025-01-07	JBKHEO01	180	69.5							Illumina MiSeq	Instituto de Ecologia (Universidad Nacional Autonoma de Mexico)	PRJNA847603	SAMN35734917	2500	2457	13	Halomonas	86.13	1.08
ASM1339351v1	GCA_013393515.1	GCF_013393515.1	Halomonas sp.	1486246	OK					KG6		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-19		212	Contig	2020-07-08	JABXHE01	212	64.5							Illumina MiSeq	Chung-Ang Univiersity	PRJNA613738	SAMN14490813	3019	2924	33	Halomonas	91.79	3.66
ASM1339351v1	GCF_013393515.1	GCA_013393515.1	Halomonas sp.	1486246	OK					KG6		GCF_013393515.1-RS_2024_03_24	2024-03-24		212	Contig	2020-07-08	JABXHE01	212	64.5							Illumina MiSeq	Chung-Ang Univiersity	PRJNA613738	SAMN14490813	3021	2863	96	Halomonas	91.79	3.66
ASM5209576v1	GCA_052095765.1	GCF_052095765.1	Halomonas sp.	1486246	OK					AOP31_B2_surf _bin _11		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		177	Scaffold	2025-08-18	JBQDJZ01	152	58.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50126742	2593	2515	44	Halomonas	96.14	1.42
ASM5209576v1	GCF_052095765.1	GCA_052095765.1	Halomonas sp.	1486246	OK					AOP31_B2_surf _bin _11		GCF_052095765.1-RS_2025_08_19	2025-08-19		177	Scaffold	2025-08-18	JBQDJZ01	152	58.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50126742	2591	2482	75	Halomonas	96.14	1.42
ASM270721v1	GCA_002707215.1		Halomonas sp.	1486246	Inconclusive					SAT58		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-10-04		112	Contig	2017-10-25	PAKW01	112	58							Illumina HiSeq	Tara Oceans Consortium	PRJNA391943	SAMN07619225	2151	2061	71			
ASM1485950v1	GCA_014859505.1	GCF_014859505.1	Halomonas sp.	1486246	OK					Kmv22		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-09-03		272	Contig	2020-10-07	JACUUD01	272	67.5							Illumina Hiseq 2500	Institute of Bioengineering, Research Center of Biotechnology of RAS	PRJNA636628	SAMN15871833	3247	3182	30	Halomonas	97.93	1.66
ASM1485950v1	GCF_014859505.1	GCA_014859505.1	Halomonas sp.	1486246	OK					Kmv22		GCF_014859505.1-RS_2024_07_18	2024-07-18		272	Contig	2020-10-07	JACUUD01	272	67.5							Illumina Hiseq 2500	Institute of Bioengineering, Research Center of Biotechnology of RAS	PRJNA636628	SAMN15871833	3247	3154	58	Halomonas	97.93	1.66
ASM273205v1	GCA_002732055.1		Halomonas sp.	1486246	Inconclusive					NP1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-10-05		127	Contig	2017-10-26	PCCZ01	127	57							Illumina HiSeq	Tara Oceans Consortium	PRJNA391943	SAMN07619223	2276	2126	112			
ASM5208574v1	GCA_052085745.1		Halomonas sp.	1486246	OK					AOP34_BR2_surf _bin _27		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		258	Scaffold	2025-08-18	JBQDGE01	208	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127143	3073	3023	39	Halomonas	88.38	0.96
ASM2463670v1	GCA_024636705.1		Halomonas sp.	1486246	OK					LH_M4					180	Contig	2022-08-11	JAGXGN01	180	63.5							Illumina HiSeq	McGill University	PRJNA699472	SAMN18640934				Halomonas	85.07	0.8
ASM5209871v1	GCA_052098715.1		Halomonas sp.	1486246	OK					AOP5_B2_surf _bin _12		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		332	Scaffold	2025-08-18	JBQDPY01	194	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127565	2924	2861	27	Halomonas	84.87	1.19
ASM5210991v1	GCA_052109915.1		Halomonas sp.	1486246	OK					AOP7_B1_surf _bin _4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		252	Scaffold	2025-08-18	JBQDNS01	205	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127625	2990	2939	33	Halomonas	86.93	0.65
ASM5511989v1	GCA_055119895.1		Halomonas sp.	1486246	OK					AND_IN_FF2_bin.128					138	Contig	2026-02-14	JBSQSL01	138	68.5							Illumina NovaSeq	The Ohio State University	PRJNA308326	SAMN50304719				Halomonas	62.06	0.01
ASM2020107v1	GCA_020201075.1		Halomonas sp.	1486246	OK					MAG25		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-24		287	Scaffold	2021-09-30	JAIVHL01	260	64							Miseq	Instituto de Nutricion y Tecnologia de los Alimentos - Universidad de Chile	PRJNA291433	SAMN18623562	2892	2692	153	Halomonas	79.17	1.24
ASM3558176v1	GCA_035581765.1		Halomonas sp.	1486246	OK					SMAG_U15930		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-04		287	Contig	2024-01-09	DATISN01	287	63.5							Illumina HiSeq	Zhejiang University	PRJNA983538	SAMN37936640	2804	2747	8	Halomonas	89.6	1.34
ASM4626170v1	GCA_046261705.1		Halomonas sp.	1486246	Inconclusive					S6_bin.26.strict		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-09-06		365	Scaffold	2024-12-23	JBHEOI01	228	57							Illumina MiSeq	Center for Genome Regulation (CRG)	PRJNA1104199	SAMN41813779	2844	2752	49			
ASM355054v1	GCA_003550545.1	GCF_003550545.1	Halomonas sp.	1486246	OK					B1Sed10_76R1					302	Contig	2018-09-12	PUKP01	302	66							Illumina HiSeq	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	PRJNA434545	SAMN08575291				Halomonas	92.62	3.43
ASM355054v1	GCF_003550545.1	GCA_003550545.1	Halomonas sp.	1486246	OK					B1Sed10_76R1		GCF_003550545.1-RS_2024_07_17	2024-07-17		302	Contig	2018-09-12	PUKP01	302	66							Illumina HiSeq	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	PRJNA434545	SAMN08575291	3036	2897	82	Halomonas	92.62	3.43
ASM2020109v1	GCA_020201095.1		Halomonas sp.	1486246	Inconclusive					MAG4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-24		330	Scaffold	2021-09-30	JAIVHM01	284	56							Miseq	Instituto de Nutricion y Tecnologia de los Alimentos - Universidad de Chile	PRJNA291433	SAMN18623563	3213	2950	208	Halomonas	83.2	1.84
ASM5513582v1	GCA_055135825.1		Halomonas sp.	1486246	Inconclusive					UTC-2_IN_RPW_bin.23					198	Contig	2026-02-14	JBSQUD01	198	63.5							Illumina HiSeq	The Ohio State University	PRJNA308326	SAMN50305634						
ASM4626045v1	GCA_046260455.1		Halomonas sp.	1486246	OK					S6_bin.63.strict		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-09-06		420	Scaffold	2024-12-23	JBHEPD01	289	64							Illumina MiSeq	Center for Genome Regulation (CRG)	PRJNA1104199	SAMN41813800	2646	2551	38			
ASM1227037v1	GCA_012270375.1	GCF_012270375.1	Halomonas sp.	1486246	Inconclusive					SW22112_bin_16					384	Scaffold	2020-04-09	JAAXIM01	282	56.5							Illumina HiSeq	Australian Centre for Ecogenomics	PRJNA545004	SAMN12098042				Halomonas	92.58	1.98
ASM1227037v1	GCF_012270375.1	GCA_012270375.1	Halomonas sp.	1486246	Inconclusive					SW22112_bin_16		GCF_012270375.1-RS_2024_03_24	2024-03-24		384	Scaffold	2020-04-09	JAAXIM01	282	56.5							Illumina HiSeq	Australian Centre for Ecogenomics	PRJNA545004	SAMN12098042	3490	3207	243	Halomonas	92.58	1.98
ASM3158130v1	GCA_031581305.1	GCF_031581305.1	Halomonas sp.	1486246	OK					Uz-K9-08		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-09-11		383	Scaffold	2023-09-16	JAVLBC01	336	66							DNBSEQ-T7	Research Center of Biotechnology RAS	PRJNA980688	SAMN37160355	3293	3202	44	Halomonas	93.86	1.59
ASM3158130v1	GCF_031581305.1	GCA_031581305.1	Halomonas sp.	1486246	OK					Uz-K9-08		GCF_031581305.1-RS_2024_11_20	2024-11-20		383	Scaffold	2023-09-16	JAVLBC01	336	66							DNBSEQ-T7	Research Center of Biotechnology RAS	PRJNA980688	SAMN37160355	3297	3131	119	Halomonas	93.86	1.59
ASM5210957v1	GCA_052109575.1	GCF_052109575.1	Halomonas sp.	1486246	OK					AOP30_D2_surf _bin _7		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		357	Scaffold	2025-08-18	JBQDKI01	291	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50126747	3392	3284	61	Halomonas	94.11	1.03
ASM5210957v1	GCF_052109575.1	GCA_052109575.1	Halomonas sp.	1486246	OK					AOP30_D2_surf _bin _7		GCF_052109575.1-RS_2025_08_20	2025-08-20		357	Scaffold	2025-08-18	JBQDKI01	291	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50126747	3389	3217	125	Halomonas	94.11	1.03
ASM355362v1	GCA_003553625.1	GCF_003553625.1	Halomonas sp.	1486246	OK					T1Sed10_69					335	Contig	2018-09-12	PWEV01	335	66							Illumina HiSeq	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	PRJNA434545	SAMN08575138				Halomonas	92.16	1.65
ASM355362v1	GCF_003553625.1	GCA_003553625.1	Halomonas sp.	1486246	OK					T1Sed10_69		GCF_003553625.1-RS_2024_07_17	2024-07-17		335	Contig	2018-09-12	PWEV01	335	66							Illumina HiSeq	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	PRJNA434545	SAMN08575138	3078	2920	97	Halomonas	92.16	1.65
ASM5210213v1	GCA_052102135.1		Halomonas sp.	1486246	OK					AOP23_I1_surf _bin _12		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-08		363	Scaffold	2025-08-18	JBQDWF01	191	54.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50126745	2737	2684	12	Halomonas	87.09	0.5
ASM355279v1	GCA_003552795.1		Halomonas sp.	1486246	OK					B1Sed10_137					336	Contig	2018-09-12	PUOM01	336	67.5							Illumina HiSeq	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	PRJNA434545	SAMN08575190				Halomonas	83.38	4.58
ASM5209336v1	GCA_052093365.1		Halomonas sp.	1486246	Inconclusive					AOP34_AQ2_surf _bin _6		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		281	Scaffold	2025-08-18	JBQDGR01	223	55.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127130	2590	2536	22			
ASM268501v1	GCA_002685015.1		Halomonas sp.	1486246	Inconclusive					CPC22		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-10-02		164	Contig	2017-10-24	NYWH01	164	56.5							Illumina HiSeq	Tara Oceans Consortium	PRJNA391943	SAMN07619218	1879	1747	99	Halomonas	65.31	2.46
ASM268759v1	GCA_002687595.1		Halomonas sp.	1486246	Inconclusive					ARS26		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-10-02		146	Contig	2017-10-24	NZAP01	146	56							Illumina HiSeq	Tara Oceans Consortium	PRJNA391943	SAMN07619217	1669	1563	77	Halomonas	46.15	2.41
ASM4168624v1	GCA_041686245.1		Halomonas sp.	1486246	Inconclusive					20BLK6-1.bin.49					284	Scaffold	2024-08-30	JAWLEF01	274	56.5							Illumina HiSeq	XINJIANG INSTITUTE OF ECOLOGY AND GEOGRAPHY	PRJNA1012852	SAMN37277847						
ASM5208910v1	GCA_052089105.1		Halomonas sp.	1486246	Inconclusive					AOP36_B1_surf _bin _30		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		331	Scaffold	2025-08-18	JBQCZL01	277	55.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127323	2579	2510	34			
ASM3384438v1	GCA_033844385.1		Halomonas sp.	1486246	Inconclusive					C-104		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-11-19		328	Contig	2023-11-20	JAJLJY01	328	64.5							Illumina	CSIR-National Institute of Oceanography(CSIR-NIO), Regional Centre, Mumbai, India	PRJNA773851	SAMN23076179	2688	2619	25	Halomonas	53.29	10.89
ASM3383858v1	GCA_033838585.1		Halomonas sp.	1486246	Failed					PE-1-75		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-11-19		491	Contig	2023-11-20	JAJLKV01	491	64.5							Illumina	CSIR-National Institute of Oceanography(CSIR-NIO), Regional Centre, Mumbai, India	PRJNA773851	SAMN23076202	3909	3811	38	Halomonas	86.21	3.21
ASM712695v1	GCA_007126955.1		Halomonas sp.	1486246	OK					CSSed162cmB_393					335	Contig	2019-07-18	SLAG01	335	66							Illumina HiSeq	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	PRJNA453733	SAMN10607099				Halomonas	78.24	2.44
ASM4168949v1	GCA_041689495.1	GCF_041689495.1	Halomonas sp.	1486246	OK					concoct.171.ELB					550	Contig	2024-08-30	JBDNGD01	550	63							Illumina MiSeq	Korea Polar Research Institute	PRJNA1044158	SAMN38376513				Halomonas	90.4	2.55
ASM4168949v1	GCF_041689495.1	GCA_041689495.1	Halomonas sp.	1486246	OK					concoct.171.ELB		GCF_041689495.1-RS_2024_08_31	2024-08-31		550	Contig	2024-08-30	JBDNGD01	550	63							Illumina MiSeq	Korea Polar Research Institute	PRJNA1044158	SAMN38376513	3164	2881	234	Halomonas	90.4	2.55
ASM3545960v1	GCA_035459605.1		Halomonas sp.	1486246	OK					SMAG_U16188		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-04		514	Contig	2024-01-09	DATHXP01	514	64.5							Illumina HiSeq	Zhejiang University	PRJNA983538	SAMN37935684	3207	3119	32	Halomonas	88.78	6.02
ASM4648326v1	GCA_046483265.1		Halomonas sp.	1486246	Inconclusive					BLK5-2.bin.137		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-10-27		311	Contig	2025-01-03	JAWODK01	311	56.5							Illumina HiSeq	XINJIANG INSTITUTE OF ECOLOGY AND GEOGRAPHY	PRJNA1026782	SAMN37758155	2214	2115	54			
ASM350649v1	GCA_003506495.1		Halomonas sp.	1486246	Failed					UBA9694		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-04-28		740	Scaffold	2018-09-07	DOAK01	251	57							Illumina HiSeq 2000	University of Queensland	PRJNA417962	SAMN08018941	3412	3259	110	Halomonas	86.43	3.06
ASM711683v1	GCA_007116835.1		Halomonas sp.	1486246	Inconclusive					CSBr16_22					304	Contig	2019-07-18	SKHS01	304	54							Illumina HiSeq	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	PRJNA453733	SAMN10605119				Halomonas	64.62	0.23
ASM712078v1	GCA_007120785.1		Halomonas sp.	1486246	OK					CSSed162cmA_266					529	Contig	2019-07-18	SKMZ01	529	64							Illumina HiSeq	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	PRJNA453733	SAMN10606058				Halomonas	80.91	6.36
ASM712922v1	GCA_007129225.1		Halomonas sp.	1486246	OK					CSSed162cmB_180					572	Contig	2019-07-18	SKVX01	572	63.5							Illumina HiSeq	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	PRJNA453733	SAMN10606986				Halomonas	82.28	4.86
ASM356017v1	GCA_003560175.1		Halomonas sp.	1486246	OK					CSSed10_128					439	Contig	2018-09-13	PWIZ01	439	65							Illumina HiSeq	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	PRJNA434545	SAMN08574438				Halomonas	75.47	3.66
ASM712283v1	GCA_007122835.1		Halomonas sp.	1486246	Inconclusive					CSSed162cmA_530					346	Contig	2019-07-18	SKSU01	346	53.5							Illumina HiSeq	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	PRJNA453733	SAMN10606209				Halomonas	60.79	0.85
ASM3383878v1	GCA_033838785.1		Halomonas sp.	1486246	Inconclusive					PE-1-137		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-11-19		634	Contig	2023-11-20	JAJLKQ01	634	64.5							Illumina	CSIR-National Institute of Oceanography(CSIR-NIO), Regional Centre, Mumbai, India	PRJNA773851	SAMN23076197	3694	3606	48	Halomonas	73.86	2.28
ASM286238v1	GCA_002862385.1		Halomonas sp.	1486246	Inconclusive					Gammapro12					551	Contig	2018-01-04	PKCX01	551	56							Illumina HiSeq	Max planck institute for marine microbiology	PRJNA421797	SAMN08158047				Halomonas	86.33	4.23
ASM713208v1	GCA_007132085.1		Halomonas sp.	1486246	OK					CSSed165cm_490					355	Contig	2019-07-18	SLPI01	355	66.5							Illumina HiSeq	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	PRJNA453733	SAMN10610583				Halomonas	62.68	2.05
